"id","cod_SIMS","nombre","domicilio","localidad","telefono","email","internacion","dependencia","regimen","cod_municipio","municipio","departamento","nodo","lat","lon"
575,"08404569","CS Eva Perón","Arnoldo Calvo 2095","Funes","4936011",,"No","Municipal","Dep. de SAMCo.",0189,"Funes","Rosario","Rosario","-32.91001","-60.81463"
401,"10500481","CS Eva Perón","La Pampa s/n","Maciel",,,"No","Municipal","Municipal/Comunal",3820,"Maciel","San Jerónimo","Rosario","-32.45711","-60.89048"
570,"02800344","CS Eva Perón","J. J. Valle 735","Villa Constitución","03461-15354696",,"No","Municipal","Municipal/Comunal",0056,"Villa Constitución","Constitución","Rosario","-33.219673772198","-60.343582394668"
368,"10500457","CS Eva Perón","Sgto. Cabral y 9 de Julio 689","Gálvez","03404/431001","csevaperon@hotmail.com","No","Provincial","Dep. de SAMCo.",0252,"Gálvez","San Jerónimo","Santa Fe","-32.03137","-61.22953"
580,"08403401","CS Evita","Chubut 1512","Villa Gobernador Gálvez","0341-4928803",,"No","Municipal","Municipal/Comunal",0217,"Villa Gobernador Gálvez","Rosario","Rosario","-33.033861","-60.63175"
105,"06301768","CS Evita Barrio La Florida","R. S. Peña 2022","Santa Fe","4572525 ctx 2525",,"No","Provincial","Provincial- Decreto Nacional 939",0147,"Santa Fe","La Capital","Santa Fe","-31.648825050174","-60.726635663483"
363,"08401689","CS Fighiera","Moreno 1040","Fighiera","03402/470746","centrodesalud_fighiera@hotmail.com","No","Provincial","Provincial- Decreto Nacional 939",3400,"Fighiera","Rosario","Rosario","-33.19343","-60.47071"
23,"04900541","CS Flor De Oro","Flor de Oro","Flor De Oro",,,"No","Provincial","Provincial- Decreto Nacional 939",2826,"Lanteri","General Obligado","Reconquista","-28.92482","-59.6556"
102,"06301733","CS Fonavi Barrio Centenario","Libertad 3730- Frente a Mza. 12","Santa Fe","4572523 ctx 2523",,"No","Provincial","Provincial- Decreto Nacional 939",0147,"Santa Fe","La Capital","Santa Fe","-31.663442893574","-60.7262862841"
50,"05600303","CS Fonavi Barrio Estanislao López","Pasas 352 Bo Fonavi","Cañada De Gómez","03471-420060",,"No","Provincial","Provincial- Decreto Nacional 939",0126,"Cañada de Gómez","Iriondo","Rosario","-32.81966","-61.38038"
103,"06301741","CS Fonavi Barrio Las Flores II","Lamadrid 7689","Santa Fe","0342-4579278 ctx 9278",,"No","Provincial","Provincial- Decreto Nacional 939",0147,"Santa Fe","La Capital","Santa Fe","-31.592518852346","-60.712971643893"
417,"04201375","CS Fonavi Bº Malvinas Argentinas","Valdez 555","Venado Tuerto","03462/427747",,"No","Municipal","Municipal/Comunal",0077,"Venado Tuerto","General López","Venado Tuerto","-33.726944360429","-61.97811296254"
604,"11900629","CS Fonavi Sagrado Corazón","J. Ingenieros 1890 y F. García","San Lorenzo",,,"No","Municipal","Municipal/Comunal",0301,"San Lorenzo","San Lorenzo","Rosario","-32.739828516393","-60.747764748723"
348,"13300157","CS Fortín Charrúa","Fortín Charrúa","Fortin Charrua",,,"No","Provincial","Provincial- Decreto Nacional 939",4149,"Fortín Olmos","Vera","Reconquista","-29.12842","-60.9343"
316,"11900297","CS Fray Luis Beltrán","Presidente Perón 400","Fray Luis Beltrán","0341/4916581","accionsocial@frayluisbeltran.gov.ar","Si","Municipal","Municipal/Comunal",0280,"Fray Luis Beltrán","San Lorenzo","Rosario","-32.79419","-60.72931"
455,"02100512","CS Frontera","Cullen 450 (Castellanos)","Frontera","03564 311888",,"No","Municipal","SAMCo. Ley Provincial 63/12",0035,"Frontera","Castellanos","Rafaela","-31.43905","-62.06273"
474,"02100792","CS Garibaldi","Principal s/n - Al lado de la comuna","Garibaldi",,,"No","Municipal","Dep. de SAMCo.",2259,"Garibaldi","Castellanos","Rafaela","-31.65017","-61.80667"
492,"02800051","CS General Gelly","Belgrano y Dr. Alem","General Gelly","02477/490004","samcogralgelly@gmail.com","No","Municipal","SAMCo. Ley Provincial 63/12",2448,"General Gelly","Constitución","Rosario","-33.60074","-60.59846"
162,"07700135","CS General Güemes","Querandíes y Matacos","Tostado",,,"No","Provincial","Provincial- Decreto Nacional 939",0175,"Tostado","9 De Julio","Rafaela","-29.22629","-61.77634"
186,"08402448","CS General Lagos","Lisandro de la Torre 1191","General Lagos","03402/490306","samcograllagos@hotmail.com","No","Provincial","SAMCo. Ley Provincial 63/12",3407,"General Lagos","Rosario","Rosario","-33.11173","-60.56112"
400,"10500503","CS General Urquiza Barrio Basualdo","Zona Suburbana","Coronda",,,"No","Municipal","Municipal/Comunal",0245,"Coronda","San Jerónimo","Santa Fe","-31.99909","-60.92321"
687,"08400666","CS Gerontocomio Municipal","Grandoli 3450","Rosario","0341-4809774","hogarmayores@rosario.gov.ar","Si","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.887138888889","-60.733194444444"
280,"10500261","CS Géssler","Risso Patrón 1140","Gessler","03404/497062 ctx 6200",,"No","Municipal","SAMCo. Ley Provincial 63/12",3785,"Gessler","San Jerónimo","Santa Fe","-31.87666","-61.12769"
493,"02800069","CS Godoy","Sáenz Peña 275","Godoy","03460/497037","comunadegodoy@ri.com.ar","No","Municipal","SAMCo. Ley Provincial 63/12",2455,"Godoy","Constitución","Rosario","-33.36853","-60.50579"
350,"13300181","CS Golondrina","Zona urbana","Golondrina",,,"No","Provincial","Provincial- Decreto Nacional 939",4163,"Golondrina","Vera","Reconquista","-28.55722","-60.0226"
409,"01400326","CS Granaderos a caballo","San Lorenzo 1215","Casilda","03464-427806",,"No","Municipal","Municipal/Comunal",0028,"Casilda","Caseros","Rosario","-33.049735097741","-61.155770008172"
142,"07000532","CS Grutly Norte","Zona urbana","Grutly","03496/492558","samco_grutly@hotmail.com","No","Provincial","SAMCo. Ley Provincial 63/12",3085,"Grutly","Las Colonias","Santa Fe","-31.21797","-61.10345"
125,"07000311","CS Grutly Sur Prudencio Díaz","E. Vollenweider s/n","Grutly","03496/492580","samco_grutly@hotmail.com","No","Municipal","Provincial- Decreto Nacional 939",3085,"Grutly","Las Colonias","Santa Fe","-31.26992","-61.07175"
688,"06309397","CS Guadalupe Central Padre Trucco","Javier de La Rosa 1055","Santa Fe","0342- 4578924 ctx 8924",,"No","Provincial","SAMCo. Ley Provincial 63/12",0147,"Santa Fe","La Capital","Santa Fe","-31.602856219158","-60.675418067038"
27,"04900591","CS Guadalupe Norte","Zona urbana","Guadalupe Norte","03482-498052",,"No","Provincial","Provincial- Decreto Nacional 939",2805,"Guadalupe Norte","General Obligado","Reconquista","-28.93815","-59.56232"
881,"04203361","CS Güemes","Giacaglia 150","Venado Tuerto","03462-15310354",,"No","Municipal","Municipal/Comunal",0077,"Venado Tuerto","General López","Venado Tuerto","-33.740271759332","-61.942876848658"
98,"06301695","CS Gutiérrez Este","Avellaneda 4800","Santa Fe"," 0342-4574829 ctx 4829","csgutierrezeste@santafe.gov.ar","No","Provincial","Provincial- Decreto Nacional 939",0147,"Santa Fe","La Capital","Santa Fe","-31.626904632276","-60.684512679501"
143,"07000541","CS Hipatia","San Martín s/n","Hipatia",,,"No","Provincial","Dep. de SAMCo.",3092,"Hipatia","Las Colonias","Santa Fe","-31.12547","-61.03167"
424,"06301849","CS Hipólito Irigoyen","Lubary y M. Candioti 4800 S. T.","Santo Tomé","0342-4753466",,"No","Provincial","Provincial- Decreto Nacional 939",0154,"Santo Tomé","La Capital","Santa Fe","-31.697350000","-60.760816667"
412,"04201031","CS Horacio Fredriksson","Florida 1198","Firmat","03465-421751",,"No","Municipal","Municipal/Comunal",0063,"Firmat","General López","Venado Tuerto","-33.4459","-61.47964"
144,"07000559","CS Humboldt","Av. Santos Pedro Viani 1543","Humboldt","03496/480016, centrex: 1284","samcohumboldt@hotmail.com","No","Provincial","SAMCo. Ley Provincial 63/12",3099,"Humboldt","Las Colonias","Santa Fe","-31.40119","-61.08651"
174,"08400500","CS Ibarlucea","Corrientes 127","Ibarlucea","0341-4904082 ctx 4666","samcoybarlucea@hotmail.com","No","Provincial","SAMCo. Ley Provincial 63/12",3414,"Ibarlucea","Rosario","Rosario","-32.8518","-60.78718"
561,"04900176","CS Ingeniero Chanourdie","San Martín s/n","Ingeniero Chanourdie","03482/490924",,"No","Provincial","Provincial- Decreto Nacional 939",2812,"Ingeniero Chanourdie","General Obligado","Reconquista","-28.76077","-59.57626"
1249,"08423145","CS Ingeniero Mosconi","Ingeniero Mosconi y 9 de Julio","Villa Gobernador Gálvez","0341-4921874",,"No","Provincial","Provincial- Decreto Nacional 939",0217,"Villa Gobernador Gálvez","Rosario","Rosario","-33.02998","-60.648045"
585,"08403660","CS Intendente Andreu","Comandante Espora 488","Villa Gobernador Gálvez","0341-4983414",,"No","Municipal","Municipal/Comunal",0217,"Villa Gobernador Gálvez","Rosario","Rosario","-33.023778","-60.612972"
405,"06309368","CS Intercultural Natarentaca Com Nalequetegueta","A. Lincoln 1509","Recreo","0342-4967197",,"No","Municipal","Municipal/Comunal",0144,"Recreo","La Capital","Santa Fe","-31.497566667","-60.724300000"
573,"08404585","CS Isabel D. Maleandi","Avenida Pellegrini 2064","Alvear","0341-4921371","comunadealvear@hotmail.com","No","Municipal","Municipal/Comunal",3372,"Alvear","Rosario","Rosario","-33.059028285585","-60.615939474919"
1310,"04902369","CS Isla Guaycurú","Costa Río Paraná","Las Garzas",,,"No","Provincial","Provincial- Decreto Nacional 939",2833,"Las Garzas","General Obligado","Reconquista","-28.85344","-59.46785"
893,"08418267","CS Itatí","José Garibaldi 2502","Rosario","0341-4805879",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.9825","-60.667389"
211,"08403371","CS Itatí","Marco Paz y García González","Villa Gobernador Gálvez","0341-4920343",,"No","Provincial","Provincial- Decreto Nacional 939",0217,"Villa Gobernador Gálvez","Rosario","Rosario","-33.033139","-60.6465"
110,"04201456","CS Iturbide","Caparrós 350","Venado Tuerto",,,"No","Municipal","Municipal/Comunal",0077,"Venado Tuerto","General López","Venado Tuerto","-33.76103748709","-61.950155565088"
378,"07000877","CS Jacinto L Arauz","Zona urbana","Jacinto L. Aráuz","03497-495994 comuna-cs",,"No","Provincial","Provincial- Decreto Nacional 939",3113,"Jacinto L. Aráuz","Las Colonias","Santa Fe","-30.73422","-60.97444"
394,"07700232","CS Jaime J Culler","Mariano Moreno s/n","Villa Minetti","03491-496512",,"No","Provincial","Provincial- Decreto Nacional 939",3344,"Villa Minetti","9 De Julio","Rafaela","-28.62251","-61.62863"
623,"08402031","CS Jean Henry Dunnant","Tte. Agneta 1535","Rosario","0341/4807808",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.945667","-60.699639"
362,"06301539","CS Jorge Newbery","Sauces 1497","Sauce Viejo","0342-156120003","csnewbery@hotamil.com.ar","No","Municipal","Municipal/Comunal",3029,"Sauce Viejo","La Capital","Santa Fe","-31.718583333","-60.799450000"
732,"09100704","CS José Dho","Chacabuco 1970","San Cristóbal",,,"No","Provincial","Provincial- Decreto Nacional 939",0231,"San Cristóbal","San Cristóbal","Rafaela","-30.301346787093","-61.228564921018"
598,"11900548","CS José Hernández (Mun)","Misiones 721","San Lorenzo","03476-432916",,"No","Municipal","Municipal/Comunal",0301,"San Lorenzo","San Lorenzo","Rosario","-32.75708851864","-60.736881090052"
849,"11901548","CS José Hernández (Prov)","Batería Libertad 1100","San Lorenzo","03476-448232","capsjh@hotmail.com","No","Provincial","Provincial- Decreto Nacional 939",0301,"San Lorenzo","San Lorenzo","Rosario","-32.759351318049","-60.741170558637"
830,"08417493","CS José Raúl Ugarte","Suinda 980 (Mendoza 9500)","Rosario","0341-4807689",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.94065","-60.75996"
468,"02100733","CS Josefina","Corrientes s/n","Josefina","03492-15599315","samcojosefina@hotmail.com","No","Provincial","SAMCo. Ley Provincial 63/12",2280,"Josefina","Castellanos","Rafaela","-31.40556","-61.99059"
654,"08405000","CS Juan B. Justo","J. B. Justo 2083","Rosario","0341/4804657",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.914333333333","-60.693527777778"
422,"06301822","CS Juan Domingo Perón","7 de Marzo y J.J. Paso","Santo Tomé","0342-4753465",,"No","Provincial","Provincial- Decreto Nacional 939",0154,"Santo Tomé","La Capital","Santa Fe","-31.664866667","-60.776466667"
630,"08402782","CS Juan Pablo II","Cnel. Rosendo Fraga 2308","Rosario","(0341) 155114934",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.95575","-60.709639"
690,"04201472","CS Juan XXIII","Sáenz Pena 1991","Venado Tuerto","03462-435744",,"No","Municipal","Municipal/Comunal",0077,"Venado Tuerto","General López","Venado Tuerto","-33.744064396864","-61.985692100542"
652,"08404313","CS Juana Azurduy","Fraga 1087 bis.","Rosario","0341-4804815",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.916111111111","-60.711611111111"
28,"04900605","CS Julia Capozzolo Barrio Carmen Luisa","Barrio Carmen Luisa - Calle 12 y 83","Reconquista","(03482) 15614243",,"No","Provincial","Provincial- Decreto Nacional 939",0112,"Reconquista","General Obligado","Reconquista","-29.17592","-59.64467"
834,"08417529","CS Julio Maiztegui (Ex San Roque)","5 de Agosto 1523","Rosario","0341-4809760",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-33.01687","-60.65024"
495,"02800085","CS Juncal","Mitre 190","Juncal","02473/492200/392","josevillata@live.com.ar","No","Municipal","SAMCo. Ley Provincial 63/12",2469,"Juncal","Constitución","Rosario","-33.71532","-61.04455"
215,"08403479","CS Juntos Podemos Kolping","Nocetto 593","Rosario","0341/4807544",,"No","Provincial","Provincial- Decreto Nacional 939",0210,"Rosario","Rosario","Rosario","-32.95667","-60.70342"
359,"13300271","CS Km 115","RP 83 S Km 115","La Gallareta",,,"No","Provincial","Provincial- Decreto Nacional 939",4177,"La Gallareta","Vera","Reconquista","-29.47787","-60.5571"
88,"06301431","CS La Boca - Ramón Rivero","Manzana 10- Alto Verde","Santa Fe","0342-156152067","cslaboca@santafe.gov.ar","No","Provincial","Provincial- Decreto Nacional 939",0147,"Santa Fe","La Capital","Santa Fe","-31.66352","-60.70081"
249,"09800030","CS La Brava","Zona rural","La Brava","0342-154064661",,"No","Provincial","Dep. de SAMCo.",3708,"La Brava","San Javier","Santa Fe","-30.44644","-60.14008"
242,"09100496","CS La Cabral","Zona urbana","La Cabral"," 03408-423450 Comuna",,"No","Municipal","Provincial- Decreto Nacional 939",3561,"La Cabral","San Cristóbal","Rafaela","-30.08739","-61.1779"
302,"11200333","CS La Camila","RP 56 S","La Camila","03498-472000",,"No","Provincial","Dep. de SAMCo.",3897,"La Camila","San Justo","Santa Fe","-30.08025","-60.56284"
525,"04200174","CS La Chispa","Zona Suburbana","La Chispa","03462/487042",,"No","Provincial","Provincial- Decreto Nacional 939",2658,"La Chispa","General López","Venado Tuerto","-33.543","-61.97231"
287,"11200040","CS La Criolla","Misiones s/n","La Criolla (Est. Cañadita)","03498/49483(comuna)",,"No","Municipal","SAMCo. Ley Provincial 63/12",3904,"La Criolla (Est. Cañadita)","San Justo","Santa Fe","-30.22545","-60.36127"
618,"08402570","CS La Florida","Braile 1205","Rosario","0341-4806637",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.883","-60.700555555556"
58,"06300052","CS La Guardia","Km 0 Ruta Provincial 1","La Guardia","0342 4577013 ctx 7013",,"No","Provincial","Provincial- Decreto Nacional 939",0147,"Santa Fe","La Capital","Santa Fe","-31.638283333","-60.626300000"
706,"04901801","CS La Lola","Asentamiento Aborigen La Lola","La Lola","03482 15551108",,"No","Provincial","Provincial- Decreto Nacional 939",0112,"Reconquista","General Obligado","Reconquista","-29.19616","-59.74108"
243,"09100500","CS La Lucila","Zona urbana","La Lucila","03408/424873",,"No","Municipal","SAMCo. Ley Provincial 63/12",3575,"La Lucila","San Cristóbal","Rafaela","-30.4191","-61.00401"
299,"11200261","CS La Penca Y Caraguata","Zona urbana","La Penca Y Caraguatá","03498-491056",,"No","Provincial","Provincial- Decreto Nacional 939",3911,"La Penca y Caraguatá","San Justo","Santa Fe","-30.34662","-60.52179"
206,"08403223","CS La Posta","Nicolás Avellaneda 330","Rosario","0341/4724658",,"No","Provincial","Provincial- Decreto Nacional 939",0210,"Rosario","Rosario","Rosario","-32.933833333333","-60.677972222222"
10,"04900346","CS La Reserva","la reserva","La Reserva",,,"No","Provincial","Provincial- Decreto Nacional 939",2868,"Villa Ana","General Obligado","Reconquista","-28.49994","-59.51559"
53,"05600427","CS La Rivera","Bo. La Ribera Villa La Ribera","Oliveros",,,"No","Provincial","Dep. de SAMCo.",2917,"Oliveros","Iriondo","Rosario","-32.643","-60.83589"
232,"09100348","CS La Rubia","Rivadavia s/n","La Rubia"," 03491-495866 Comuna loc.",,"No","Municipal","SAMCo. Ley Provincial 63/12",3582,"La Rubia","San Cristóbal","Rafaela","-30.11047","-61.79294"
563,"04900192","CS La Sarita","La Sarita","La Sarita","03482-15614250","lasarita@hotmail.com","No","Municipal","SAMCo. Ley Provincial 63/12",2819,"La Sarita","General Obligado","Reconquista","-28.97272","-59.84905"
502,"02800166","CS La Vanguardia","Rosario y San Lorenzo","La Vanguardia","03469 - 493020","comuna@comunalavanguardia.com.ar","No","Municipal","SAMCo. Ley Provincial 63/12",2476,"La Vanguardia","Constitución","Rosario","-33.35827","-60.65897"
523,"04200115","CS Labordeboy","Congreso 108","Labordeboy","03465/495278","samcolabordeboy@hotmail.com","No","Municipal","SAMCo. Ley Provincial 63/12",2665,"Labordeboy","General López","Venado Tuerto","-33.71768","-61.315"
279,"10500252","CS Larrechea","Zona urbana","Larrechea","03404/499033",,"No","Municipal","SAMCo. Ley Provincial 63/12",3799,"Larrechea","San Jerónimo","Santa Fe","-31.93565","-61.04598"
371,"06309388","CS Las Delicias","Alfonsina Storni 3100","Santa Fe","0342-4579277 ctx 9277",,"No","Provincial","Provincial- Decreto Nacional 939",0147,"Santa Fe","La Capital","Santa Fe","-31.583087905911","-60.695087776606"
633,"08402791","CS Las Flores","Flor de Nácar 6983","Rosario","0341-4809772",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-33.018666666667","-60.660527777778"
645,"08404381","CS Las Flores Este","Khantuta 1397","Rosario","0341-4809767",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-33.012","-60.652666666667"
360,"13300297","CS Las Gamas","Las Gamas","Las Gamas",,,"No","Provincial","Provincial- Decreto Nacional 939",0336,"Vera","Vera","Reconquista","-29.40296","-60.38634"
564,"04900206","CS Las Garzas","San Martín s/n","Las Garzas","03482 493209",,"No","Provincial","Provincial- Decreto Nacional 939",2833,"Las Garzas","General Obligado","Reconquista","-28.84757","-59.50054"
885,"06309290","CS Las Lomas","Camino Viejo Esperanza 7000","Santa Fe",,,"No","Provincial","Provincial- Decreto Nacional 939",0147,"Santa Fe","La Capital","Santa Fe","-31.596266670","-60.735450000"
244,"09100518","CS Las Palmeras","Av. República Argentina","Las Palmeras","0349-491007",,"No","Provincial","Provincial- Decreto Nacional 939",3596,"Las Palmeras","San Cristóbal","Rafaela","-30.62984","-61.62595"
392,"07000923","CS Las Tunas","San Martín s/n","Las Tunas","0342 4992002 ctx 5442",,"No","Provincial","Provincial- Decreto Nacional 939",3127,"Las Tunas","Las Colonias","Santa Fe","-31.57153","-60.99609"
526,"04200182","CS Lazzarino","Manz 8 s/n entre manz 7 y 9","Lazzarino","03382-492614 ctx 7564",,"No","Provincial","Provincial- Decreto Nacional 939",2672,"Lazzarino","General López","Venado Tuerto","-34.16586","-62.42868"
447,"02100270","CS Lehmann","Güemes y Almafuerte","Lehmann"," 03492-480400-407400",,"No","Municipal","SAMCo. Ley Provincial 63/12",2287,"Lehmann","Castellanos","Rafaela","-31.12639","-61.45138"
896,"08418645","CS Libertad (Ex Aborígenes Argentinos)","Calle 1816 Nº 4496","Rosario","0341-4347575",,"No","Provincial","Provincial- Decreto Nacional 939",0210,"Rosario","Rosario","Rosario","-32.983","-60.707"
119,"06302390","CS Lisandro De La Torre","Agustín Delgado y Alberdi","Santo Tomé","0342-4753467",,"No","Provincial","Provincial- Decreto Nacional 939",0154,"Santo Tomé","La Capital","Santa Fe","-31.676733333","-60.797316667"
92,"06301491","CS Llambi Campbell","Laprida 331","Llambi Campbell","03497-421020",,"No","Provincial","SAMCo. Ley Provincial 63/12",2994,"Llambi Campbell","La Capital","Santa Fe","-31.185983333","-60.748133333"
283,"10500465","CS Loma Alta","Mayor Gainza s/n","Loma Alta","03404/457020",,"No","Municipal","SAMCo. Ley Provincial 63/12",3806,"Loma Alta","San Jerónimo","Santa Fe","-31.96082","-61.17627"
680,"06309384","CS Los Hornos Norte","Libertad y Calle 110","Laguna Paiva",,,"No","Municipal","Municipal/Comunal",0140,"Laguna Paiva","La Capital","Santa Fe","-31.274533333","-60.662616667"
259,"09800161","CS Los Jacintos","Zona rural","Los Jacintos",,,"No","Provincial","Provincial- Decreto Nacional 939",3687,"Alejandra","San Javier","Reconquista","-29.85798","-59.81908"
25,"04900575","CS Los Lapachos","Zona rural","Los Lapachos","(03482) -474101",,"No","Provincial","Provincial- Decreto Nacional 939",2812,"Ingeniero Chanourdie","General Obligado","Reconquista","-28.7451","-59.66789"
12,"04900362","CS Los Laureles","Zona rural","Los Laureles",,,"No","Municipal","SAMCo. Ley Provincial 63/12",2840,"Los Laureles","General Obligado","Reconquista","-29.36892","-59.73795"
437,"01400105","CS Los Molinos","Martín Fierro 164","Los Molinos","03464/495145","samcolosmolinos@hotmail.com.ar","No","Municipal","SAMCo. Ley Provincial 63/12",2077,"Los Molinos","Caseros","Rosario","-33.10518","-61.33006"
1326,"08423163","CS Los Pinos","RP 18 S Paraje El Carmelo","Villa Amelia","(03402) 492961 km 10-5 Zona Ru",,"No","Provincial","Provincial- Decreto Nacional 939",3456,"Villa Amelia","Rosario","Rosario","-33.148056","-60.716944"
300,"11200279","CS Los Saladillos","Zona rural","Los Saladillos","Samco San Javier",,"No","Provincial","Provincial- Decreto Nacional 939",0259,"San Justo","San Justo","Santa Fe","-30.72888","-60.2775"
357,"13300246","CS Los Tábanos","Zona urbana","Los Tabanos (K.366)",,,"No","Provincial","Provincial- Decreto Nacional 939",4163,"Golondrina","Vera","Reconquista","-28.45809","-59.98245"
693,"00700679","CS Los Ucles","Calle 9 Nº 1187","Las Parejas",,,"No","Municipal","Municipal/Comunal",0014,"Las Parejas","Belgrano","Rosario","-32.68418","-61.51343"
513,"03500077","CS Los Zapallos","Zona rural","Los Zapallos",,"capsloszapallos@hotmail.com","No","Provincial","Provincial- Decreto Nacional 939",2567,"Santa Rosa de Calchines","Garay","Santa Fe","-31.49164","-60.42787"
833,"08417520","CS Luchemos por la vida","Juan Francisco Seguí 6552","Rosario","0341/4807697",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.970889","-60.709861"
41,"05600117","CS Lucio V. López","San Martín 339","Lucio V. López","03476/491089","comunavlopez@yahoo.com.ar","No","Municipal","SAMCo. Ley Provincial 63/12",2910,"Lucio V. López","Iriondo","Rosario","-32.71199","-61.02277"
616,"08402561","CS Ludueña Norte Y Moreno","Junín 5236","Rosario","0341/4351530",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.927111111111","-60.695666666667"
591,"11900351","CS Luis Cristallini","C. Colon 1560","Capitán Bermúdez","0341-4917353",,"No","Municipal","Municipal/Comunal",0266,"Capitán Bermúdez","San Lorenzo","Rosario","-32.807475119647","-60.720476372544"
632,"08401999","CS Luis Pasteur","Ayolas 270","Rosario","0341/4809778",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.978861111111","-60.634083333333"
675,"02800484","CS Luzuriaga","Bo. Luzuriaga","Villa Constitución","03461-15354691",,"No","Municipal","Municipal/Comunal",0056,"Villa Constitución","Constitución","Rosario","-33.25967","-60.30595"
59,"06300061","CS Mabel Montes Bo Guadalupe Oeste","Risso 1745 - Bo. Guadalupe Oeste","Santa Fe","0342/4579209, centrex: 9209",,"No","Provincial","Provincial- Decreto Nacional 939",0147,"Santa Fe","La Capital","Santa Fe","-31.602939337627","-60.683664836752"
353,"07700208","CS Madre Teresa De Calcuta","Santo Domingo y Perezlindo","Tostado",,,"No","Municipal","Municipal/Comunal",0175,"Tostado","9 De Julio","Rafaela","-29.23988","-61.77475"
902,"04203991","CS Maggiolo","Carreras Entre Genova y Garibaldi","Maggiolo","03462-492261","capsmaggiolo@hotmail.com.ar","No","Municipal","Municipal/Comunal",2679,"Maggiolo","General López","Venado Tuerto","-33.72717","-62.25109"
634,"08403240","CS Marcelino Champagnat","Aarón Castellanos 3935","Rosario","0341-4805648",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.976305555556","-60.684277777778"
288,"11200058","CS Marcelino Escalada","Romeo Rizzatti 410","Marcelino Escalada","03498/493000, centrex: 2031",,"No","Municipal","SAMCo. Ley Provincial 63/12",3918,"Marcelino Escalada","San Justo","Santa Fe","-30.58143","-60.4692"
1248,"13300939","CS Margarita","San Martín y Moreno","Margarita","03483-498422",,"No","Provincial","Dep. de SAMCo.",4191,"Margarita","Vera","Reconquista","-29.68272","-60.25168"
584,"08403651","CS María Auxiliadora","Suarez 480","Villa Gobernador Gálvez","0341-4928801",,"No","Municipal","Municipal/Comunal",0217,"Villa Gobernador Gálvez","Rosario","Rosario","-33.03446","-60.60725"
448,"02100288","CS María Juana","Belgrano 252","María Juana","03406/471795",,"No","Municipal","SAMCo. Ley Provincial 63/12",2294,"María Juana","Castellanos","Rafaela","-31.67738","-61.75473"
139,"07000494","CS María Luisa","Malvinas Argentina s/n","María Luisa","03497/496123","samco_marialuisa@hotmail.com","No","Municipal","SAMCo. Ley Provincial 63/12",3134,"María Luisa","Las Colonias","Santa Fe","-31.01134","-60.91028"
837,"08417565","CS Martin","Mariano Moreno 950","Rosario","0341 - 4802303",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.946083333333","-60.651027777778"
261,"04201804","CS Materno Infantil","Agüero 423","Venado Tuerto",,,"No","Municipal","Municipal/Comunal",0077,"Venado Tuerto","General López","Venado Tuerto","-33.736091153999","-61.96897867704"
128,"07000354","CS Matilde","Santa Fe 632","Matilde","0342-4993139","samcomatilde@gmail.com","No","Municipal","SAMCo. Ley Provincial 63/12",3141,"Matilde","Las Colonias","Santa Fe","-31.79325","-60.98298"
624,"08402995","CS Mauricio Casals","Juan Francisco Seguí 5305","Rosario","0341-4805625",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.970556","-60.694889"
543,"04200522","CS Melincué","San Martín 85","Melincué","03465/499804","samcodemelincue@hotmail.com","No","Municipal","Provincial- Decreto Nacional 939",2693,"Melincué","General López","Venado Tuerto","-33.657167440358","-61.453830097083"
684,"08403321","CS Melvin Jones","Estac. Terminal de Ómnibus","Rosario",,,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.939167","-60.670722"
506,"02800301","CS Miguel Rueda","E. López 684","Rueda","03400/496020","comunarueda@arnet.com.ar","No","Provincial","SAMCo. Ley Provincial 63/12",2511,"Rueda","Constitución","Rosario","-33.35095","-60.459817"
540,"04200484","CS Miguel Torres","San Miguel s/n","Miguel Torres","03465/422110",,"No","Municipal","SAMCo. Ley Provincial 63/12",2700,"Miguel Torres","General López","Venado Tuerto","-33.52733","-61.46597"
900,"07700640","CS Mocoví","Chaco s/n","Tostado","03491-474130",,"No","Municipal","Municipal/Comunal",0175,"Tostado","9 De Julio","Rafaela","-29.21564","-61.76795"
